"Serial2","F05_01","F05_01.ENG","F05_02","F05_02.ENG","F05_03","F05_04","F12","F13","F15","F15.ENG","F16","F16.ENG","F17","F20","F21","F30","F30.ENG","F31_01","F31_01_ENG","F31_02","F31_02_ENG","F31_03","F31_03_ENG","F31_04","F31_04_ENG","F31_05","F31_05_ENG","F31_06","F31_06_ENG","F31_07","F31_07_ENG","F31_08","F31_08_ENG","F31_09","F32","F33","hFerienDauer","hGruppePersonen","F80","F80_a05","F81_01","F81_02","F81_03","F81_04","F81_05","F81_06","F81_Total","F82_01","F82_02","F82_03","F82_04","F82_05","F82_06","F82_07","F82_Total","F83","F85","F105","F105A","F105_Code","F105_Code_nr","F105_OrgCode","F125","F125_ENG","F125_a11","F125_a11.ENG","F130","F130_a07","F135_01","F12_F13_Mittelwert_2Cat_final","leaflet_districts","leaflet_region"
22228,"Europa","Europe","Deutschland","Germany","Bremen","","13.10.23","15.10.23","Herbst","Autumn","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable",NA,"2","",3,"2","€","",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",3,"Summer","Nyon","Nyon"
10435,"Europa","Europe","Frankreich","France","Bretagne","","05.05.23","10.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",6,"3","CHF","",0,200,500,0,0,0,700,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",6,"Summer","Lausanne","Lausanne"
20680,"Europa","Europe","Frankreich","France","Bretagne","","07.08.23","14.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",8,"3","€","",0,100,800,250,0,0,1150,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Vevey","","Vevey",290,"Montreux Riviera","","#N/A","","","","",NA,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
9830,"Europa","Europe","Belgien","Belgium","Brussels","","02.04.23","07.04.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",6,"2","€","",0,300,300,50,0,400,1050,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",3,"Winter","Lausanne","Lausanne"
14105,"Europa","Europe","Belgien","Belgium","Brussels","","19.07.23","22.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",4,"3","€","",0,0,200,0,0,100,300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",4,"Summer","Morges","Morges"
14193,"Europa","Europe","Belgien","Belgium","Brussels","","18.07.23","22.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",5,"3","€","",0,0,100,50,50,0,200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",5,"Summer","Morges","Morges"
17137,"Europa","Europe","Belgien","Belgium","Brussels","","16.07.23","22.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",7,"4","€","",0,500,495,90,0,450,1535,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Ormont-Dessous","","Ormont-Dessous",8,"Aigle-Leysin-Les Mosses","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",7,"Summer","Aigle","Aigle"
24619,"Europa","Europe","Belgien","Belgium","Brussels","","24.12.23","28.12.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"6","",5,"6","€","",0,200,250,200,0,70,720,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",7,"Winter","Lausanne","Lausanne"
965,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","20.01.23","23.01.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",4,"1","CHF","",0,80,200,20,0,0,300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Andere","Other","Staying with family","Staying with family","","",4,"Winter","Morges","Morges"
15795,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","09.07.23","12.07.23","Sommer","Summer","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,40,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"5","",4,"5","$","",0,50,100,0,0,50,200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",2,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
19090,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","07.08.23","31.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",25,"2","CHF","",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Vevey","","Vevey",290,"Montreux Riviera","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",5,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
19632,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","California","","19.08.23","25.08.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,30,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",7,"2","CHF","",0,50,200,60,100,0,410,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Andere","Other","friend's house","friend's house","","",0,"Summer","Nyon","Nyon"
7065,"Europa","Europe","Spanien","Spain","Catalunya","","17.03.23","19.03.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",3,"1","€","",0,0,300,100,0,100,500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",3,"Winter","Lausanne","Lausanne"
12933,"Europa","Europe","Spanien","Spain","Catalunya","","26.05.23","29.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",4,"1","€","",0,69,100,0,15,0,184,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Andere","Other","Casa amigos","Friends House","","",4,"Summer","Lausanne","Lausanne"
18987,"Europa","Europe","Spanien","Spain","Catalunya","","24.08.23","26.08.23","Sommer","Summer","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,17,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"6","",3,"6","€","",0,40,400,0,100,0,540,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Campingplatz","Campsite","","","","",3,"Summer","Lausanne","Lausanne"
19854,"Europa","Europe","Spanien","Spain","Catalunya","","16.08.23","26.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",42,"3","€","",0,300,4000,1000,1000,0,6300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Rougemont","","Rougemont",413,"Pays d'Enhaut Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",42,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
24380,"Europa","Europe","Spanien","Spain","Catalunya","","22.12.23","27.12.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable",NA,"3","",6,"3","CHF","",0,80,200,30,20,100,430,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Andere","Other","No dormí","I didn't sleep","","",6,"Winter","Lausanne","Lausanne"
14006,"Europa","Europe","Frankreich","France","Centre-Val de Loire","","09.07.23","15.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",7,"2","€","",0,200,500,30,0,0,730,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Vevey","","Vevey",290,"Montreux Riviera","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",7,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
16438,"Europa","Europe","Frankreich","France","Centre-Val de Loire","","10.07.23","11.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,1,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",2,"2","€","",0,0,100,50,0,200,350,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","","#N/A","","","","",NA,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
16901,"Europa","Europe","Frankreich","France","Centre-Val de Loire","","01.08.23","15.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",15,"3","CHF","",0,0,1000,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Château-d'Oex","","Château-d'Oex",411,"Pays d'Enhaut Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",15,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
19109,"Europa","Europe","Frankreich","France","Centre-Val de Loire","","05.08.23","08.08.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,15,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",4,"1","€","",0,50,0,200,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Gilly","","Gilly",312,"Nyon Région Tourisme","Campingplatz","Campsite","","","","",1,"Summer","Nyon","Nyon"
20019,"Europa","Europe","Frankreich","France","Centre-Val de Loire","","01.08.23","19.08.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,3,20,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies",NA,"1","",19,"1","CHF","",0,0,500,0,0,1200,1700,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Andere","Other","camping-car","recreational vehicle","","",10,"Summer","Nyon","Nyon"
21674,"Europa","Europe","Russland","Russia","Chuvashia","","25.09.23","01.10.23","Winter","Winter","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,2,"Nein","Non","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",7,"1","CHF","",0,200,100,30,100,0,430,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges (????)","","Morges",295,"Morges Région","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",7,"Summer","Morges","Morges"
3405,"Nord- und Mittelamerika","North and Central America","Mexiko","Mexico","Ciudad de Mexico","","01.02.23","15.02.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,5,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",15,"1","CHF","",0,250,600,200,0,200,1250,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",1,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
16067,"Europa","Europe","Portugal","Portugal","Coimbra","","01.08.23","07.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",7,"3","CHF","",0,60,150,120,80,50,460,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",7,"Summer","Lausanne","Lausanne"
16327,"Europa","Europe","Portugal","Portugal","Coimbra","","31.07.23","07.08.23","Sommer","Summer","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,10,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"5","",8,"5","€","",0,50,500,150,60,0,760,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Vevey","","Vevey",290,"Montreux Riviera","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",0,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
19684,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Colombie-Britannique","","22.08.23","25.08.23","Sommer","Summer","Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz","Round trip through Europe: only one overnight stay in Switzerland",NA,NA,21,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",4,"4","CHF","",0,322,600,100,0,0,1022,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",3,"Summer","Lausanne","Lausanne"
20705,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Colombie-Britannique","","31.08.23","10.09.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,3,10,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"6","",11,"6","CHF","",0,2000,3000,2000,0,0,7000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",5,"Summer","Lausanne","Lausanne"
20917,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Colombie-Britannique","","25.07.23","23.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"6","",30,"6","Andere","$CDN",0,1000,600,1000,400,1000,4000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",30,"Summer","Lausanne","Lausanne"
20933,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Colombie-Britannique","","29.08.23","18.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,8,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",21,"1","$","",0,500,70,30,0,60,660,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Andere","Other","my grandparents house","my grandparents house","","",10,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
21304,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Colombie-Britannique","","22.08.23","17.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",27,"2","CHF","",0,1200,3500,300,300,0,5300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Andere","Other","Family home","Family home","","",27,"Summer","Lausanne","Lausanne"
22847,"Europa","Europe","Spanien","Spain","Comunidad Autónoma de Andalucía","","15.09.23","18.09.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,3,15,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable",NA,"3","",4,"3","CHF","",0,0,60,0,0,100,160,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Andere","Other","Camper","Camping","","",1,"Summer","Morges","Morges"
24605,"Europa","Europe","Spanien","Spain","Comunidad Autónoma de Castilla y León","","12.01.24","15.01.24","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","€","",0,0,150,25,300,0,475,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",4,"Winter","Lausanne","Lausanne"
