"Serial2","F05_01","F05_01.ENG","F05_02","F05_02.ENG","F05_03","F05_04","F12","F13","F15","F15.ENG","F16","F16.ENG","F17","F20","F21","F30","F30.ENG","F31_01","F31_01_ENG","F31_02","F31_02_ENG","F31_03","F31_03_ENG","F31_04","F31_04_ENG","F31_05","F31_05_ENG","F31_06","F31_06_ENG","F31_07","F31_07_ENG","F31_08","F31_08_ENG","F31_09","F32","F33","hFerienDauer","hGruppePersonen","F80","F80_a05","F81_01","F81_02","F81_03","F81_04","F81_05","F81_06","F81_Total","F82_01","F82_02","F82_03","F82_04","F82_05","F82_06","F82_07","F82_Total","F83","F85","F105","F105A","F105_Code","F105_Code_nr","F105_OrgCode","F125","F125_ENG","F125_a11","F125_a11.ENG","F130","F130_a07","F135_01","F12_F13_Mittelwert_2Cat_final","leaflet_districts","leaflet_region"
5701,"Australien und Ozeanien","Australia and Oceania","Australien","Australia","New South Wales","","06.02.23","19.02.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",14,"1","$","",3000,500,2000,500,300,1000,7300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","****","",1,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
14622,"Europa","Europe","Deutschland","Germany","Niedersachsen","","12.07.23","17.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"","7",6,"7","CHF","",3000,0,2000,0,0,2000,7000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","****","",6,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
22555,"Asien","Asia","Singapur","Singapore","North East","","11.09.23","28.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,7,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",18,"2","Andere","Singapore Dollars",3000,1000,1000,250,300,1000,6550,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",2,"Summer","Lausanne","Lausanne"
17095,"Europa","Europe","Frankreich","France","Occitanie","","30.07.23","12.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies",NA,"6","",14,"6","CHF","",3000,0,0,0,0,1200,4200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Château-d'Oex","","Château-d'Oex",411,"Pays d'Enhaut Tourisme","Serviced Apartments / Chalets / Villas (Service während Aufenthalt)","Serviced Apartments / Chalets / Villas (service during stay)","","","","",14,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
9700,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Ontario","","14.04.23","23.04.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",10,"4","$","",3000,2500,5000,9000,0,2000,21500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Andere","Other","Day trip","Day trip","","",0,"Winter","Lausanne","Lausanne"
21557,"Südamerika","South America","Brasilien","Brazil","Parana","","12.09.23","24.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",13,"3","CHF","",3000,666,951,450,257,206,5530,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",13,"Summer","Lausanne","Lausanne"
11760,"Asien","Asia","Malaysia","Malaysia","Pinang","","09.03.23","16.03.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,6,NA,"Nein","Non","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"","4",8,"4","CHF","",3000,2000,2000,6000,0,800,13800,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","*****","",1,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
15868,"Nord- und Mittelamerika","North and Central America","Kanada","Canada","Québec","","21.07.23","08.08.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,11,18,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",19,"4","$","",3000,500,1000,250,300,0,5050,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lucens","","Lucens",297,"Moudon Région Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",4,"Summer","Broye-Vully","Broye-Vully"
18158,"Europa","Europe","Schweiz","Switzerland","Schaffhausen","","08.07.23","29.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"8","",22,"8","CHF","",3000,0,1000,0,300,4000,8300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Campingplatz","Campsite","","","","",22,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
14095,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Tennessee","","23.06.23","04.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"5","",12,"5","$","",3000,500,1000,1000,0,0,5500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Chavannes-de-Bogis","","Chavannes-de-Bogis",308,"Nyon Région Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",12,"Summer","Nyon","Nyon"
14063,"Europa","Europe","Schweiz","Switzerland","Tessin","","01.07.23","30.07.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,15,30,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable",NA,"1","",30,"1","CHF","",3000,100,300,0,0,0,3400,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","***","",1,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
5717,"Europa","Europe","Schweiz","Switzerland","Waadt","","08.02.23","09.02.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"15","",2,"15","CHF","",3000,0,900,0,0,200,4100,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Leysin","","Leysin",7,"Aigle-Leysin-Les Mosses","Hotel / Kurhaus","Hotel / Spa House","","","***","",2,"Winter","Aigle","Aigle"
14627,"Europa","Europe","Belgien","Belgium","Wallonia","","16.07.23","23.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable",NA,"25","",8,"25","CHF","",3000,1200,3000,500,1000,1500,10200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Bex","","Bex",670,"Villars-Diablerets-Gryon-Bex","Gruppenunterkunft","Group accommodation","","","","",8,"Summer","Aigle","Aigle"
11065,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Wisconsin","","16.04.23","22.04.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",7,"3","CHF","",3000,600,1200,100,0,0,4900,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Andere","Other","day trip","Day trip","","",7,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
20842,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Wyoming","","02.09.23","13.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",12,"2","CHF","",3000,500,1500,1000,300,0,6300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",2,"Summer","Lausanne","Lausanne"
14936,"Europa","Europe","Schweiz","Switzerland","Zürich","","20.07.23","11.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",23,"1","CHF","",3000,600,2000,200,200,0,6000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Château-d'Oex","","Château-d'Oex",411,"Pays d'Enhaut Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",23,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
6155,"Nord- und Mittelamerika","North and Central America","Übriges","Other","","","12.02.23","26.02.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,6,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",15,"2","CHF","",3000,500,1000,1000,1000,0,6500,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux (???)","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","***","",1,"Winter","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
11754,"Nord- und Mittelamerika","North and Central America","Übriges","Other","","","28.04.23","07.05.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,4,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",10,"2","CHF","",3000,800,1500,300,0,0,5600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",2,"Summer","Lausanne","Lausanne"
13204,"Nord- und Mittelamerika","North and Central America","Vereinigte Staaten von Amerika","United States of America","Idaho","","24.06.23","08.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,5,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",15,"2","CHF","",2900,1000,632,400,0,0,4932,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",2,"Summer","Lausanne","Lausanne"
21721,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","Merton","13.09.23","25.09.23","Herbst","Autumn","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",13,"2","CHF","",2850,350,450,75,100,0,3825,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",3,"Summer","Lausanne","Lausanne"
20555,"Asien","Asia","Thailand","Thailand","Bangkok","","02.09.23","09.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",8,"2","CHF","",2800,380,500,100,100,0,3880,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon (????)","","Nyon",313,"Nyon Région Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",8,"Summer","Nyon","Nyon"
18112,"Europa","Europe","Schweiz","Switzerland","Bern","","21.07.23","11.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",22,"2","CHF","",2800,0,0,0,300,200,3300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Campingplatz","Campsite","","","","",22,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
22380,"Europa","Europe","Schweiz","Switzerland","Bern","","04.05.23","14.10.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",164,"2","CHF","",2800,400,1000,0,0,100,4300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Campingplatz","Campsite","","","","",30,"Summer","Morges","Morges"
17369,"Europa","Europe","Niederlande","Netherlands","Noord Brabant","","04.08.23","19.08.23","Sommer","Summer","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,3,7,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",16,"2","€","",2800,300,3200,800,250,400,7750,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","La Praz","","La Praz",690,"Yverdon-les-Bains Région","Bed & Breakfast","Bed & Breakfast","","","","",3,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
9156,"Europa","Europe","Belgien","Belgium","Flemish Region","","01.04.23","08.04.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",8,"4","€","",2700,0,500,0,0,0,3200,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Leysin","","Leysin",7,"Aigle-Leysin-Les Mosses","Gemietete Wohnung / Haus","Rented apartment / house","","","","",8,"Winter","Aigle","Aigle"
11173,"Europa","Europe","Schweiz","Switzerland","Aargau","","05.05.23","12.05.23","Frühling","Spring","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,5,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",8,"3","CHF","",2500,400,1000,50,0,50,4000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",3,"Summer","Lausanne","Lausanne"
24363,"Asien","Asia","Katar","Qatar","Ad Dawhah","","22.12.23","04.01.24","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",14,"3","CHF","",2500,750,2800,1500,0,0,7550,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",14,"Winter","Lausanne","Lausanne"
